Date,Site,Barn,Avg_Temperature_F,Avg_Humidity_pct,Water_Usage_Gallons,Power_Usage_kWh,Ventilation_Level_pct,Notes
5/6/2025,Finisher East,F2,76.5,69.3,6172,558.8,62.6,Synthetic environmental + utility data for planning and analytics
5/7/2025,Finisher East,F2,76.8,62.4,6017,482.5,45.2,Synthetic environmental + utility data for planning and analytics
5/8/2025,Finisher East,F2,77,66.1,4808,609,36.3,Synthetic environmental + utility data for planning and analytics
5/9/2025,Finisher East,F2,74.8,61.9,5136,491.6,65.8,Synthetic environmental + utility data for planning and analytics
5/10/2025,Finisher East,F2,77.5,58,6082,513,41.5,Synthetic environmental + utility data for planning and analytics
5/11/2025,Finisher East,F2,76.8,61.7,4463,571.3,42.2,Synthetic environmental + utility data for planning and analytics
5/12/2025,Finisher East,F2,77.9,66,4675,505.2,48.9,Synthetic environmental + utility data for planning and analytics
5/13/2025,Finisher East,F2,77.2,67.5,5428,580,61,Synthetic environmental + utility data for planning and analytics
5/14/2025,Finisher East,F2,72.6,62.7,4580,509.7,78.7,Synthetic environmental + utility data for planning and analytics
5/15/2025,Finisher East,F2,73.9,58.2,5178,615.8,56.6,Synthetic environmental + utility data for planning and analytics
5/16/2025,Finisher East,F2,74.4,63.2,5859,529.7,49.4,Synthetic environmental + utility data for planning and analytics
5/17/2025,Finisher East,F2,73.6,64.2,5493,583,75.8,Synthetic environmental + utility data for planning and analytics
5/18/2025,Finisher East,F2,74.7,55.1,5169,546.2,37.3,Synthetic environmental + utility data for planning and analytics
5/19/2025,Finisher East,F2,75.5,70.9,5967,563.3,40.6,Synthetic environmental + utility data for planning and analytics
5/20/2025,Finisher East,F2,75.9,68.6,4388,497.6,74.4,Synthetic environmental + utility data for planning and analytics
5/21/2025,Finisher East,F2,73.7,72.1,6139,582.1,44.5,Synthetic environmental + utility data for planning and analytics
5/22/2025,Finisher East,F2,74.9,66.3,6087,576.3,62.1,Synthetic environmental + utility data for planning and analytics
5/23/2025,Finisher East,F2,74.1,64.9,6182,495.6,56.8,Synthetic environmental + utility data for planning and analytics
5/24/2025,Finisher East,F2,69.5,67,4776,474.7,64.2,Synthetic environmental + utility data for planning and analytics
5/25/2025,Finisher East,F2,72.5,64.4,4624,465.3,50.1,Synthetic environmental + utility data for planning and analytics
5/26/2025,Finisher East,F2,72.4,63.1,4346,509.7,67.1,Synthetic environmental + utility data for planning and analytics
5/27/2025,Finisher East,F2,71.6,71.8,4930,455.3,55.7,Synthetic environmental + utility data for planning and analytics
5/28/2025,Finisher East,F2,72.7,68.4,5543,618,43.3,Synthetic environmental + utility data for planning and analytics
5/29/2025,Finisher East,F2,69.7,70.1,4489,460.3,46,Synthetic environmental + utility data for planning and analytics
5/30/2025,Finisher East,F2,67.9,61.5,4850,450.6,64.8,Synthetic environmental + utility data for planning and analytics
5/31/2025,Finisher East,F2,71.6,56.9,4742,460.4,45.8,Synthetic environmental + utility data for planning and analytics
6/1/2025,Finisher East,F2,68.6,55.1,4493,560.1,35.7,Synthetic environmental + utility data for planning and analytics
6/2/2025,Finisher East,F2,68.8,57.5,4536,540.6,55.5,Synthetic environmental + utility data for planning and analytics
6/3/2025,Finisher East,F2,67.7,64.8,5475,600,68.9,Synthetic environmental + utility data for planning and analytics
6/4/2025,Finisher East,F2,68.7,64.8,5605,558,41.3,Synthetic environmental + utility data for planning and analytics
6/5/2025,Finisher East,F2,70.6,61.7,6174,619.5,71.8,Synthetic environmental + utility data for planning and analytics
6/6/2025,Finisher East,F2,67.8,59.1,6075,481,69.6,Synthetic environmental + utility data for planning and analytics
6/7/2025,Finisher East,F2,69.3,60,5908,509.4,49.9,Synthetic environmental + utility data for planning and analytics
6/8/2025,Finisher East,F2,69,56.4,4777,569.4,73.8,Synthetic environmental + utility data for planning and analytics
6/9/2025,Finisher East,F2,70,58.4,4311,519.5,47.3,Synthetic environmental + utility data for planning and analytics
6/10/2025,Finisher East,F2,69.2,73.4,5393,462.7,58.1,Synthetic environmental + utility data for planning and analytics
6/11/2025,Finisher East,F2,69.4,72.8,4996,553.2,69.6,Synthetic environmental + utility data for planning and analytics
6/12/2025,Finisher East,F2,67.6,58.5,5762,471.4,77.2,Synthetic environmental + utility data for planning and analytics
6/13/2025,Finisher East,F2,64.1,66,4986,618.1,73.6,Synthetic environmental + utility data for planning and analytics
6/14/2025,Finisher East,F2,67.8,66.3,5132,556.9,37.4,Synthetic environmental + utility data for planning and analytics
6/15/2025,Finisher East,F2,65.9,71.6,4634,612.8,64.1,Synthetic environmental + utility data for planning and analytics
6/16/2025,Finisher East,F2,66.5,72.1,5313,564.9,72.2,Synthetic environmental + utility data for planning and analytics
6/17/2025,Finisher East,F2,63.1,60.9,4796,538.6,75.7,Synthetic environmental + utility data for planning and analytics
6/18/2025,Finisher East,F2,63.8,62.4,4469,563.2,48.9,Synthetic environmental + utility data for planning and analytics
6/19/2025,Finisher East,F2,66.8,74.4,5470,576.2,46.3,Synthetic environmental + utility data for planning and analytics
6/20/2025,Finisher East,F2,66.1,64.3,5338,591.2,36.9,Synthetic environmental + utility data for planning and analytics
6/21/2025,Finisher East,F2,60.9,57.3,6021,598.7,57.3,Synthetic environmental + utility data for planning and analytics
6/22/2025,Finisher East,F2,60.4,59.9,4854,563.7,49,Synthetic environmental + utility data for planning and analytics
6/23/2025,Finisher East,F2,60.8,74.1,6007,616.7,83.6,Synthetic environmental + utility data for planning and analytics
6/24/2025,Finisher East,F2,65.4,56.4,5521,470.2,49,Synthetic environmental + utility data for planning and analytics
6/25/2025,Finisher East,F2,63.4,63,5847,485.2,59.4,Synthetic environmental + utility data for planning and analytics
6/26/2025,Finisher East,F2,62.1,65.6,4324,592.1,58,Synthetic environmental + utility data for planning and analytics
6/27/2025,Finisher East,F2,61.8,71.9,4894,617.1,82.9,Synthetic environmental + utility data for planning and analytics
6/28/2025,Finisher East,F2,62.1,73.7,6181,483.7,46.5,Synthetic environmental + utility data for planning and analytics
6/29/2025,Finisher East,F2,60.7,55.1,5821,483.6,35.4,Synthetic environmental + utility data for planning and analytics
6/30/2025,Finisher East,F2,59.9,69.2,5016,577.5,55.8,Synthetic environmental + utility data for planning and analytics
7/1/2025,Finisher East,F2,61.9,65.5,6046,583.3,67,Synthetic environmental + utility data for planning and analytics
7/2/2025,Finisher East,F2,62.4,70.3,5782,518.8,37,Synthetic environmental + utility data for planning and analytics
7/3/2025,Finisher East,F2,59.2,74.7,4597,501,83.6,Synthetic environmental + utility data for planning and analytics
7/4/2025,Finisher East,F2,60.9,62.8,4816,461.2,83,Synthetic environmental + utility data for planning and analytics
7/5/2025,Finisher East,F2,58.3,63.7,4598,510.9,50.3,Synthetic environmental + utility data for planning and analytics
7/6/2025,Finisher East,F2,58.6,68.8,5719,618,73.7,Synthetic environmental + utility data for planning and analytics
7/7/2025,Finisher East,F2,56.4,74.4,4204,473.2,64.9,Synthetic environmental + utility data for planning and analytics
7/8/2025,Finisher East,F2,55.8,63.7,5721,535.6,54.6,Synthetic environmental + utility data for planning and analytics
7/9/2025,Finisher East,F2,55.7,67.5,5011,554.2,63.3,Synthetic environmental + utility data for planning and analytics
7/10/2025,Finisher East,F2,56.5,61.8,4736,545.5,41.1,Synthetic environmental + utility data for planning and analytics
7/11/2025,Finisher East,F2,55.4,62.3,5129,490.6,50.6,Synthetic environmental + utility data for planning and analytics
7/12/2025,Finisher East,F2,54.3,65.9,5377,486.9,50.8,Synthetic environmental + utility data for planning and analytics
7/13/2025,Finisher East,F2,55.6,70.4,4647,584.1,69.1,Synthetic environmental + utility data for planning and analytics
7/14/2025,Finisher East,F2,55.5,61.9,5234,535.2,47.4,Synthetic environmental + utility data for planning and analytics
7/15/2025,Finisher East,F2,55.7,56.1,5905,547.2,69.2,Synthetic environmental + utility data for planning and analytics
7/16/2025,Finisher East,F2,55.8,71.1,5142,543.3,73,Synthetic environmental + utility data for planning and analytics
7/17/2025,Finisher East,F2,56.6,68,4333,547.4,81.8,Synthetic environmental + utility data for planning and analytics
7/18/2025,Finisher East,F2,56,64.2,4903,606.1,56.6,Synthetic environmental + utility data for planning and analytics
7/19/2025,Finisher East,F2,56.9,72.3,5472,488.9,57,Synthetic environmental + utility data for planning and analytics
7/20/2025,Finisher East,F2,55.8,63.1,5795,486.4,36.8,Synthetic environmental + utility data for planning and analytics
7/21/2025,Finisher East,F2,56.2,70.3,4516,575.8,79.6,Synthetic environmental + utility data for planning and analytics
7/22/2025,Finisher East,F2,54.2,63.9,5928,511.5,54.1,Synthetic environmental + utility data for planning and analytics
7/23/2025,Finisher East,F2,50.3,68.4,6025,500,65.7,Synthetic environmental + utility data for planning and analytics
7/24/2025,Finisher East,F2,50.5,61.6,4875,598.2,41.8,Synthetic environmental + utility data for planning and analytics
7/25/2025,Finisher East,F2,51.5,61.7,5825,608.7,81.8,Synthetic environmental + utility data for planning and analytics
7/26/2025,Finisher East,F2,52.9,68.9,4872,498.9,83.5,Synthetic environmental + utility data for planning and analytics
7/27/2025,Finisher East,F2,54.4,65.7,5973,571.9,42.4,Synthetic environmental + utility data for planning and analytics
7/28/2025,Finisher East,F2,51.1,65.2,4410,505.9,42.1,Synthetic environmental + utility data for planning and analytics
7/29/2025,Finisher East,F2,50.1,72.9,4893,559.2,83.5,Synthetic environmental + utility data for planning and analytics
7/30/2025,Finisher East,F2,49.5,63.1,4627,548.5,41.1,Synthetic environmental + utility data for planning and analytics
7/31/2025,Finisher East,F2,50.6,74.2,5260,556.1,77.6,Synthetic environmental + utility data for planning and analytics
8/1/2025,Finisher East,F2,51.6,69.9,5730,478.5,43,Synthetic environmental + utility data for planning and analytics
8/2/2025,Finisher East,F2,52.5,60.6,5707,500.7,50,Synthetic environmental + utility data for planning and analytics
8/3/2025,Finisher East,F2,47.9,67.4,4732,604.6,57.2,Synthetic environmental + utility data for planning and analytics
8/4/2025,Finisher East,F2,47.1,65.2,5042,490.3,59.2,Synthetic environmental + utility data for planning and analytics
8/5/2025,Finisher East,F2,47.8,62.5,5885,568.2,63.9,Synthetic environmental + utility data for planning and analytics
8/6/2025,Finisher East,F2,50.2,61.9,4875,615.2,82.2,Synthetic environmental + utility data for planning and analytics
8/7/2025,Finisher East,F2,45.8,67.2,5156,512.4,54.6,Synthetic environmental + utility data for planning and analytics
8/8/2025,Finisher East,F2,48.6,64.3,5223,529.1,67,Synthetic environmental + utility data for planning and analytics
8/9/2025,Finisher East,F2,50.5,57.7,4663,549.9,43.4,Synthetic environmental + utility data for planning and analytics
8/10/2025,Finisher East,F2,49.9,73.8,4766,607.3,77.4,Synthetic environmental + utility data for planning and analytics
8/11/2025,Finisher East,F2,45.6,59.5,5964,523.2,54.3,Synthetic environmental + utility data for planning and analytics
8/12/2025,Finisher East,F2,48,74.1,6039,581.1,66.9,Synthetic environmental + utility data for planning and analytics
8/13/2025,Finisher East,F2,45.7,59.6,5454,510.4,79.2,Synthetic environmental + utility data for planning and analytics
8/14/2025,Finisher East,F2,47.7,69.5,4315,587.5,42.7,Synthetic environmental + utility data for planning and analytics
8/15/2025,Finisher East,F2,48.9,68,6146,456.1,49.3,Synthetic environmental + utility data for planning and analytics
8/16/2025,Finisher East,F2,47.1,61.8,4337,474.1,77.4,Synthetic environmental + utility data for planning and analytics
8/17/2025,Finisher East,F2,47.6,71,4338,568.3,64.8,Synthetic environmental + utility data for planning and analytics
8/18/2025,Finisher East,F2,44.5,73.7,4296,480.8,42.8,Synthetic environmental + utility data for planning and analytics
8/19/2025,Finisher East,F2,47.5,59.3,5926,594,63.7,Synthetic environmental + utility data for planning and analytics
8/20/2025,Finisher East,F2,43.7,66.4,5875,574.1,84.2,Synthetic environmental + utility data for planning and analytics
8/21/2025,Finisher East,F2,45.4,55.7,5234,590.3,75.3,Synthetic environmental + utility data for planning and analytics
8/22/2025,Finisher East,F2,44.1,73.8,5553,581.5,44,Synthetic environmental + utility data for planning and analytics
8/23/2025,Finisher East,F2,45.3,74.6,4696,598.1,77.6,Synthetic environmental + utility data for planning and analytics
8/24/2025,Finisher East,F2,42.9,74.8,5008,609.2,60.9,Synthetic environmental + utility data for planning and analytics
8/25/2025,Finisher East,F2,46.3,62.9,5550,586.5,49.5,Synthetic environmental + utility data for planning and analytics
8/26/2025,Finisher East,F2,46.3,61.6,4673,572.5,56.4,Synthetic environmental + utility data for planning and analytics
8/27/2025,Finisher East,F2,44.7,74.5,5050,545.8,57.8,Synthetic environmental + utility data for planning and analytics
8/28/2025,Finisher East,F2,43.1,70.4,4636,544.1,80.3,Synthetic environmental + utility data for planning and analytics
8/29/2025,Finisher East,F2,42.5,59.2,5879,581.2,47.2,Synthetic environmental + utility data for planning and analytics
8/30/2025,Finisher East,F2,42.5,55.7,5369,495.8,77.8,Synthetic environmental + utility data for planning and analytics
8/31/2025,Finisher East,F2,42.6,73,4517,577.4,79.7,Synthetic environmental + utility data for planning and analytics
9/1/2025,Finisher East,F2,43.9,63.4,4806,479.5,79,Synthetic environmental + utility data for planning and analytics
9/2/2025,Finisher East,F2,44.2,58,5890,598.4,69.6,Synthetic environmental + utility data for planning and analytics
9/3/2025,Finisher East,F2,42.9,57.4,4905,484.1,72.6,Synthetic environmental + utility data for planning and analytics
9/4/2025,Finisher East,F2,44,67,4452,602.4,37.7,Synthetic environmental + utility data for planning and analytics
